metric,as_of,days_old,is_stale,is_fundamentals_input,value,unit,percentile_5y,daily_change_pct,weekly_change_pct,monthly_change_pct,daily_change_abs,weekly_change_abs,monthly_change_abs
TTF Gas,2026-07-02,1,False,False,44.01499938964844,EUR/MWh,55.175159235668794,2.8892682868541186,3.8307290265687355,-7.545107172026933,,,
EU Storage,2026-07-01,2,False,False,49.22,% full,23.455440131219245,0.30568575504381634,2.8660541178453958,13.514760147601468,,,
EUA Carbon,2026-07-02,1,False,False,33.15999984741211,EUR/tCO2,38.35725677830941,0.3328309013339137,-1.1523077711115381,-0.5398929344690218,,,
DE Power,2026-07-03,0,False,False,95.01,EUR/MWh,45.97260273972603,31.361063003012603,-36.55119223123392,-22.44648775684771,,,
GB Power,2026-07-03,0,False,False,126.08980879823368,EUR/MWh,88.52459016393442,135.87094378852012,-0.5309531693199587,37.7874173105087,,,
Renewables,2026-07-02,1,False,False,63.694641143059584,% of load,87.53424657534246,120.44011295235806,-5.176460778494041,67.0946391219674,,,
Clean Spark,2026-07-03,0,False,False,-5.222878723144525,EUR/MWh,45.010964912280706,,,,22.682631578947365,-19.7874435154965,2.8218688964843732
Clean Dark,2025-12-31,184,True,False,27.94567483372639,EUR/MWh,48.353658536585364,,,,-0.5608809408526625,11.626469375854722,8.668931087524932
Coal,2025-12-26,189,True,True,96.0,USD/t,7.09849157054126,-0.5696561723182669,0.08297926010716328,-0.10405668648165722,,,
