metric,as_of,days_old,is_stale,is_fundamentals_input,value,unit,percentile_5y,daily_change_pct,weekly_change_pct,monthly_change_pct,daily_change_abs,weekly_change_abs,monthly_change_abs
TTF Gas,2026-09-18,3,False,False,79.51799774169922,EUR/MWh,76.91082802547771,4.146584863577307,2.0380515180749015,25.460306859804383,,,
EU Storage,2026-09-19,2,False,False,69.62,% full,53.143794423182065,0.44726590679555756,1.5340758809180954,7.537843682422007,,,
EUA Carbon,2026-09-18,3,False,False,34.494998931884766,EUR/tCO2,49.920255183413076,0.3053199886590585,-1.2866819993535117,-0.1880857604840469,,,
DE Power,2026-09-21,0,False,False,50.68,EUR/MWh,8.921729611384784,132.58375401560346,-58.98780090746938,-54.69015999552981,,,
GB Power,2026-09-21,0,False,False,171.24233172655107,EUR/MWh,95.90163934426229,193.38818203149054,-48.47618406690254,10.790240922103923,,,
Renewables,2026-09-20,1,False,False,93.28420743602696,% of load,98.4931506849315,9.910796795428013,87.55676543536299,10.166129810169377,,,
Clean Spark,2026-09-21,0,False,False,-121.05015509033203,EUR/MWh,3.886152162014231,,,,28.890000000000015,-106.7589452718099,-80.47784248860677
Clean Dark,2025-12-31,264,True,False,27.94567483372639,EUR/MWh,47.02495201535509,,,,-0.5608809408526625,11.626469375854722,8.668931087524932
Coal,2025-12-26,269,True,True,96.0,USD/t,7.455731593662628,-0.5696561723182669,0.08297926010716328,-0.10405668648165722,,,
