metric,as_of,days_old,is_stale,is_fundamentals_input,value,unit,percentile_5y,daily_change_pct,weekly_change_pct,monthly_change_pct,daily_change_abs,weekly_change_abs,monthly_change_abs
TTF Gas,2026-06-29,1,False,False,42.564998626708984,EUR/MWh,52.07006369426752,4.37201968017793,-0.9391150723871866,-9.28369530585178,,,
EUA Carbon,2026-06-29,1,False,False,33.11000061035156,EUR/tCO2,37.719298245614034,0.09068554303619525,-0.6506686513779503,-1.8962944878472276,,,
DE Power,2026-06-29,1,False,False,140.3542105263158,EUR/MWh,76.34173055859803,65.1163278175255,-12.383263227701413,12.960188215443512,,,
GB Power,2026-06-30,0,False,False,128.37805850187937,EUR/MWh,91.53005464480874,0.05543192965182797,-22.87088591850892,13.576915937402735,,,
Renewables,2026-06-29,1,False,False,32.44261942482461,% of load,28.08219178082192,-40.118475828840204,6.349403621425864,-18.68905203188226,,,
Clean Spark,2026-06-29,1,False,False,43.039733048288454,EUR/MWh,93.86637458926616,,,,51.773947546172565,-16.454037045127464,30.408051977324913
Clean Dark,2025-12-31,181,True,False,27.94567483372639,EUR/MWh,48.54191980558931,,,,-0.5608809408526625,11.626469375854722,8.668931087524932
Coal,2025-12-26,186,True,True,96.0,USD/t,7.079646017699115,-0.5696561723182669,0.08297926010716328,-0.10405668648165722,,,
