metric,as_of,days_old,is_stale,is_fundamentals_input,value,unit,percentile_5y,daily_change_pct,weekly_change_pct,monthly_change_pct
TTF Gas,2026-08-28,3,False,False,66.97899627685547,EUR/MWh,73.72611464968153,-1.6388940800963758,4.895856095115314,15.121769233795357
EU Storage,2026-08-29,2,False,False,64.73,% full,45.37998906506287,0.5592667391641992,2.32387397452678,10.047602856171366
EUA Carbon,2026-08-28,3,False,False,34.81999969482422,EUR/tCO2,50.717703349282296,1.1621195443287435,0.6952067730278566,3.4155081331117554
GB Power,2026-08-31,0,False,False,163.53704979578654,EUR/MWh,96.44808743169399,-11.030272891583682,16.970543541093576,17.613997956609516
Coal,2025-12-26,248,True,True,96.0,USD/t,7.359705611775529,-0.5696561723182669,0.08297926010716328,-0.10405668648165722
