metric,as_of,days_old,is_stale,is_fundamentals_input,value,unit,percentile_5y,daily_change_pct,weekly_change_pct,monthly_change_pct
TTF Gas,2026-09-01,1,False,False,72.21800231933594,EUR/MWh,74.76114649681529,3.450850573305697,4.030367051419437,25.585602952677135
EU Storage,2026-08-31,2,False,False,65.39,% full,46.47348277747403,0.4609002919035099,2.3460966895374025,10.12125294712023
EUA Carbon,2026-09-01,1,False,False,34.7400016784668,EUR/tCO2,50.75818036711891,-0.17240678134801124,0.4678029762598346,2.9333383065682783
GB Power,2026-09-02,0,False,False,193.83864633480707,EUR/MWh,99.72677595628416,36.59539482876759,-1.963318821180049,21.845313454942783
Coal,2025-12-26,250,True,True,96.0,USD/t,7.373271889400922,-0.5696561723182669,0.08297926010716328,-0.10405668648165722
