metric,as_of,days_old,is_stale,is_fundamentals_input,value,unit,percentile_5y,daily_change_pct,weekly_change_pct,monthly_change_pct,daily_change_abs,weekly_change_abs,monthly_change_abs
TTF Gas,2026-06-01,1,False,False,49.09000015258789,EUR/MWh,65.47334924423231,6.715073017524165,-5.483168390801863,6.747560558019039,,,
EU Storage,2026-05-31,2,False,False,40.48,% full,16.78512848551121,0.9728111748565471,4.202473276042751,14.512022630834508,,,
EUA Carbon,2026-06-01,1,False,False,33.439998626708984,EUR/tCO2,39.44223107569721,-0.47619004368509854,4.468395065711506,6.09136466072735,,,
DE Power,2026-06-02,0,False,False,151.73,EUR/MWh,79.74822112753147,-0.09446921883728976,28.70213127322636,62.61667844475629,,,
GB Power,2026-06-02,0,False,False,124.84893471161524,EUR/MWh,90.1639344262295,-0.19716769237820841,4.125059441743928,6.935797578038905,,,
Renewables,2026-06-01,1,False,False,34.62811877158563,% of load,34.794520547945204,-16.172256387723305,-15.474413072149284,-17.970708920221558,,,
Clean Spark,2026-06-02,0,False,False,41.2440802001953,EUR/MWh,93.21291735084839,,,,-0.14347368421053375,26.53317036753872,52.99444400024413
Clean Dark,2026-06-02,0,False,False,119.98209081068555,EUR/MWh,81.11658456486043,,,,-0.14347368421053375,25.434721346618524,56.958951272512586
Coal,2026-06-01,1,False,True,10.807499885559082,USD/t,34.04761904761905,0.09261615373752363,0.18089864528614275,-0.9168038415915292,,,
