metric,as_of,days_old,is_stale,is_fundamentals_input,value,unit,percentile_5y,daily_change_pct,weekly_change_pct,monthly_change_pct,daily_change_abs,weekly_change_abs,monthly_change_abs
TTF Gas,2026-06-11,1,False,False,49.689998626708984,EUR/MWh,66.030230708035,-0.5981311805972944,2.6760820759481385,6.439038301412081,,,
EU Storage,2026-06-10,2,False,False,43.36,% full,19.13613996719519,0.603248259860778,3.639271176584624,17.22087050554204,,,
EUA Carbon,2026-06-11,1,False,False,32.56999969482422,EUR/tCO2,34.50199203187251,-0.4888476921780516,-2.4173055435107393,2.5503761338319775,,,
DE Power,2026-06-12,0,False,False,128.14,EUR/MWh,72.41379310344827,14.724805788780726,47.55397086276767,20.490603812542485,,,
GB Power,2026-06-12,0,False,False,106.9941859181722,EUR/MWh,71.03825136612022,-17.873684388785883,44.07299684033323,-15.639425328538358,,,
Renewables,2026-06-11,1,False,False,38.11890164625027,% of load,40.68493150684932,-8.5838379847743,-9.682362499461906,-9.814718706416691,,,
Clean Spark,2026-06-12,0,False,False,16.774242858886705,EUR/MWh,74.46575342465754,,,,16.446631578947347,35.756740505499586,19.671842854817697
Clean Dark,2026-06-12,0,False,False,97.0484803648052,EUR/MWh,73.42465753424658,,,,16.446631578947347,37.75323803761037,21.461547077044628
Coal,2026-06-11,1,False,True,10.970000267028809,USD/t,36.269841269841265,0.4348877257462247,1.1463470526076103,1.5270704043755412,,,
