metric,as_of,days_old,is_stale,is_fundamentals_input,value,unit,percentile_5y,daily_change_pct,weekly_change_pct,monthly_change_pct
TTF Gas,2026-09-04,4,False,False,71.9520034790039,EUR/MWh,74.60191082802548,0.19775229806167083,7.0960795007621424,29.0179170859979
EU Storage,2026-09-06,2,False,False,66.9,% full,48.87916894477857,0.465535365670533,1.9985241667691556,9.438900703418952
EUA Carbon,2026-09-04,4,False,False,34.880001068115234,EUR/tCO2,51.1164274322169,0.39143906557921326,0.4230088684678224,2.287397738701058
GB Power,2026-09-08,0,False,False,158.79590631445248,EUR/MWh,94.26229508196722,-1.2638267978344775,-28.085895123539363,-11.782149065333048
Coal,2025-12-26,256,True,True,96.0,USD/t,7.393715341959335,-0.5696561723182669,0.08297926010716328,-0.10405668648165722
